frame,mse,rmse,mae,psnr,snr,ssim,mmd,capacity_bits,embedded_bits,capacity_ratio,embed_time_sec
104,0.008184156378600822,0.09046632731906841,0.008184156378600822,69.00106441811585,55.10148398668227,0.9999301089284574,0.00041152263374755194,6335,6335,1.0,0.12612175941467285
143,0.0079809670781893,0.08933625847431322,0.0079809670781893,69.11024841537981,56.290300108109584,0.9999371207224826,0.0005992798353915418,6325,6325,1.0,0.16502070426940918
123,0.00835133744855967,0.09138565231238255,0.00835133744855967,68.91324328496145,55.72777508901349,0.9999228074616567,0.0001568930041173644,6373,6373,1.0,0.14714932441711426
16,0.008240740740740741,0.09077852576871218,0.008240740740740741,68.97114109709948,55.706204068013854,0.9999422840382336,0.00011831275720197709,6333,6333,1.0,0.15652227401733398
74,0.007590020576131687,0.08712072414834307,0.007590020576131687,69.32837407622188,56.29746769935614,0.9999489051420953,0.00017746913579941292,5936,5936,1.0,0.13039851188659668
102,0.00823045267489712,0.09072184232530289,0.00823045267489712,68.97656638802242,55.066283072718164,0.9999247176145643,0.0007458847736643293,6435,6435,1.0,0.12528252601623535
82,0.007636316872427984,0.0873860221799115,0.007636316872427984,69.30196419526102,56.16889252993089,0.9999516360029567,0.00014660493827278742,5983,5983,1.0,0.12259626388549805
2,0.007839506172839506,0.08854098583616238,0.007839506172839506,69.18791654454584,55.99298099650058,0.9999383791345454,0.00046810699588206717,6038,6038,1.0,0.15300440788269043
23,0.008029835390946502,0.08960934879211266,0.008029835390946502,69.08373718395748,55.83917732220983,0.999929725095789,0.00041152263374755194,6375,6375,1.0,0.1668565273284912
131,0.008055555555555555,0.08975274678557507,0.008055555555555555,69.06984863736241,55.99427975202186,0.9999392878402613,0.0,6382,6382,1.0,0.14727783203125
14,0.007829218106995885,0.08848286900296512,0.007829218106995885,69.19361969023612,55.917626333707204,0.999943075061549,5.144032925841202e-06,6203,6203,1.0,0.16702914237976074
101,0.008145576131687243,0.09025284556005557,0.008145576131687243,69.02158553750235,55.117751514113934,0.999934162591522,0.0006610082304518983,6315,6315,1.0,0.1766514778137207
67,0.008122427983539095,0.09012451377699131,0.008122427983539095,69.03394491449872,55.986994389447126,0.9999356934455919,9.773662551282314e-05,6172,6172,1.0,0.1374950408935547
107,0.008238168724279835,0.0907643582265629,0.008238168724279835,68.97249678458326,55.08805998206938,0.9999330426757774,0.00024948559670789905,6394,6394,1.0,0.15059494972229004
76,0.007700617283950617,0.08775316110517396,0.007700617283950617,69.26554821115114,56.22774772414897,0.9999472892371979,6.172839506035643e-05,5951,5951,1.0,0.12315988540649414
124,0.008217592592592592,0.09065093817822623,0.008217592592592592,68.98335754627729,55.77267057565049,0.9999240719527585,0.0004243827160479441,6402,6402,1.0,0.12452554702758789
3,0.008063271604938272,0.08979572152913674,0.008063271604938272,69.06569071955411,55.86339739995346,0.9999400682603703,5.401234567870006e-05,6283,6283,1.0,0.16136932373046875
69,0.007934670781893005,0.08907676903600065,0.007934670781893005,69.13551448752887,56.09882334539332,0.9999424536919782,3.343621399665153e-05,6019,6019,1.0,0.15030884742736816
136,0.008191872427983539,0.09050896324665055,0.008191872427983539,68.99697180450778,56.0499959290335,0.9999291905889797,0.00013117283950236924,6366,6366,1.0,0.1654191017150879
61,0.007998971193415638,0.08943696771143149,0.007998971193415638,69.1004622809531,55.97673968254916,0.9999290459332562,0.0002572016460860027,6240,6240,1.0,0.14709162712097168
