frame,attack,ber,ncc,zncc,nlse,entropy
30,MEDIAN_FILTER,0.17075617283950617,0.998481264474001,0.997463273336684,0.0030810824917964913,5.214600641875284
30,JPEG_40,0.6873611111111111,0.9984727178556657,0.9975328513909238,0.0030523838555473067,5.328530983712325
30,ROTATION,0.3075848765432099,0.9569302909856358,0.9279357881089028,0.08589194004475385,5.263218789017172
36,SALT_PEPPER,0.033325617283950615,0.9219171092045978,0.8732094346286216,0.18046505853888134,5.226001999141576
36,SPECKLE,0.2943827160493827,0.9888115379030943,0.9815678001441741,0.022528095978267302,5.232091872712774
36,GAUSSIAN_BLUR,0.285,0.9970792975201576,0.9951508315626751,0.005902364324743551,5.309953265865837
36,MEDIAN_FILTER,0.17737654320987653,0.9985127897957818,0.9975122937104404,0.0030134874838057143,5.2181687136941735
36,JPEG_40,0.6878858024691358,0.9985045706620947,0.9975765565356098,0.0029887308012692265,5.331246219488552
36,ROTATION,0.30800925925925926,0.9568842906323894,0.927757294940474,0.08598583855863025,5.267801985312489
33,SALT_PEPPER,0.03395833333333333,0.9222354176816473,0.8735898200262429,0.17942242577488504,5.2217611210312835
33,SPECKLE,0.2940817901234568,0.988958031287406,0.9817778859032394,0.022240032854262345,5.229303288846597
33,GAUSSIAN_BLUR,0.28175154320987655,0.9971123941730814,0.9951989081157558,0.005834610048205765,5.305587484475992
33,MEDIAN_FILTER,0.1745293209876543,0.9985327341477599,0.9975422357157263,0.0029729889611351127,5.2143272158556035
33,JPEG_40,0.6899305555555556,0.9985188151882296,0.9976030409138927,0.002960243605090083,5.32838195747405
33,ROTATION,0.30655864197530863,0.9570837980569685,0.9279945323119968,0.08559224986352629,5.263339003858834
11,SALT_PEPPER,0.033603395061728394,0.9251769213937611,0.8789323058756012,0.1708652679306,5.2285960821387
11,SPECKLE,0.29670524691358025,0.9888543143880574,0.9817350329210701,0.02245586561830443,5.242363470426464
11,GAUSSIAN_BLUR,0.28902006172839506,0.9968455849669692,0.9947907365951845,0.006375867875872416,5.325895293128696
11,MEDIAN_FILTER,0.18439814814814814,0.9984057997782374,0.9973474361761194,0.003236506916728417,5.221712719093915
11,JPEG_40,0.6920138888888889,0.9983945439173666,0.9974033409295632,0.0032085275838388654,5.328116981332432
11,ROTATION,0.302091049382716,0.9554115459081612,0.925671434901074,0.0889060436283985,5.2771886049556604
89,SALT_PEPPER,0.033325617283950615,0.9245906897338657,0.8763422118539165,0.17267837099518654,5.211315436609964
89,SPECKLE,0.2935185185185185,0.9889211033241777,0.9815584193921207,0.022336007119322217,5.223246412899888
89,GAUSSIAN_BLUR,0.28665123456790126,0.9973135936993365,0.9954887935720476,0.005420164021207091,5.295011232709392
89,MEDIAN_FILTER,0.17488425925925927,0.9986069145529598,0.9976450940283593,0.00281273715356393,5.206307508176028
89,JPEG_40,0.6882175925925926,0.9985887968445057,0.9977025271137338,0.002820414821139095,5.312749823461559
89,ROTATION,0.3069521604938272,0.961363319703274,0.9345967779244602,0.07707728537487216,5.2542585493828975
103,SALT_PEPPER,0.03452932098765432,0.9151920623589404,0.8656507634996771,0.19862507096007742,5.178429015065246
103,SPECKLE,0.2948533950617284,0.9888324270550095,0.9819928006017439,0.022495991632488447,5.182477062564143
103,GAUSSIAN_BLUR,0.26895833333333335,0.9971532688387592,0.9953760927575002,0.005758343901126125,5.254240248166885
103,MEDIAN_FILTER,0.14963734567901235,0.9985219885135992,0.9975809326773241,0.0029926278261757037,5.171464083306885
103,JPEG_40,0.6881172839506173,0.9985660538635028,0.9977508935443581,0.002865886185527546,5.256180014991699
103,ROTATION,0.3040277777777778,0.9580812976862938,0.9312777042756916,0.08359976784951638,5.2172555298808705
98,SALT_PEPPER,0.0341358024691358,0.9146376500981305,0.861437230660501,0.19915672195167117,5.168744205862509
98,SPECKLE,0.29425154320987656,0.9887737658162538,0.9814164187055474,0.022574294338099255,5.1784143840171755
98,GAUSSIAN_BLUR,0.2754706790123457,0.9974219392898903,0.9956941953246972,0.005203450322563659,5.249677086530731
98,MEDIAN_FILTER,0.16200617283950616,0.9986179250005529,0.9976760087197173,0.00278648991102813,5.162601182978177
98,JPEG_40,0.6870138888888889,0.9985972741382853,0.9977363381396867,0.0028043214009071675,5.26541628380348
98,ROTATION,0.30478395061728397,0.9627082597609353,0.9372136926923188,0.07439738429160019,5.210145562416985
65,SALT_PEPPER,0.033603395061728394,0.9251164747992497,0.8778461763599846,0.17139735677696358,5.24374708996383
65,SPECKLE,0.2956712962962963,0.9888445949286152,0.9815722450964236,0.02244748197378525,5.249018373310985
65,GAUSSIAN_BLUR,0.2897608024691358,0.9970319331994579,0.9950615527551191,0.005997802939411726,5.327574394184843
65,MEDIAN_FILTER,0.1877391975308642,0.9984817693198043,0.9974548635916313,0.0030775365257804917,5.233961606836472
65,JPEG_40,0.6858950617283951,0.9985040638191172,0.9975682441423295,0.00298998829131564,5.342248429904119
65,ROTATION,0.30712962962962964,0.9581855999539447,0.9297820131125999,0.08339094814036353,5.285081091056771
137,SALT_PEPPER,0.03375771604938271,0.9309892309474461,0.8829660571348101,0.15675301434139277,5.259121564686294
137,SPECKLE,0.2947067901234568,0.9888653480303735,0.980853681540548,0.022440046417344702,5.267925321770877
137,GAUSSIAN_BLUR,0.288641975308642,0.9974610724402299,0.995598312172382,0.005129078260995577,5.335843402342405
137,MEDIAN_FILTER,0.18042438271604938,0.9986909215229078,0.9977125776191539,0.0026476489035745705,5.250087659435943
137,JPEG_40,0.6897916666666667,0.9987282337420654,0.9978519853999617,0.002541943022725746,5.350137043161211
137,ROTATION,0.3088425925925926,0.9646663535831291,0.9381534979897982,0.07049058755538404,5.298192405766887
110,SALT_PEPPER,0.03353395061728395,0.9175248336091724,0.8697604799428313,0.19182124494695377,5.1840534991801075
110,SPECKLE,0.29425154320987656,0.9888807160756884,0.9821616825628569,0.02238521703457932,5.1850979603525085
110,GAUSSIAN_BLUR,0.2773533950617284,0.9971386453302442,0.9953768455550854,0.005788569531079459,5.263025810790407
110,MEDIAN_FILTER,0.16772376543209877,0.998513734390545,0.9975803331163724,0.0030112999494169217,5.17838879580059
110,JPEG_40,0.6852777777777778,0.9985288076276472,0.997694427151025,0.002940250399851397,5.262572661728622
110,ROTATION,0.3019753086419753,0.9574086955609654,0.9305451772594603,0.08494053006962099,5.224073863789028
34,SALT_PEPPER,0.033665123456790125,0.9249451353892755,0.8779977651245638,0.17178922477257058,5.220730971637565
34,SPECKLE,0.2920138888888889,0.9888506575706307,0.9816321995173989,0.022503542892942763,5.231176977187559
34,GAUSSIAN_BLUR,0.2834259259259259,0.997087446094571,0.9951627644411816,0.005885374681058365,5.306741448456771
34,MEDIAN_FILTER,0.1765895061728395,0.9985165154064974,0.9975177524855103,0.003004820335258208,5.215289587361864
34,JPEG_40,0.6890432098765432,0.9985045320475816,0.9975769315855948,0.002988775370494994,5.328818385170199
34,ROTATION,0.3053472222222222,0.9568785951294649,0.9277278260084044,0.08599859149875858,5.264310461868259
148,SALT_PEPPER,0.03425925925925926,0.9327735433608106,0.8846362131293546,0.15195960218782092,5.29238847813817
148,SPECKLE,0.29770061728395064,0.988705645301759,0.9803830931350296,0.022775880584458067,5.303881014095904
148,GAUSSIAN_BLUR,0.2945216049382716,0.9975640850484948,0.9957310617425775,0.0049174378651732735,5.3681825195386494
148,MEDIAN_FILTER,0.18785493827160493,0.9987670795484322,0.9978228174294068,0.002489712093400563,5.279895500539351
148,JPEG_40,0.6835725308641976,0.998774560808355,0.9979039640519684,0.0024494427463418542,5.382615488164774
